Collection_No	Collection_Date	Genus	Species	Race	Sex	General_Notes	WildOrReared	Collection_No	Collection_Site	Dept._Province	Country	Latitude	Longitude	Altitude	Collector	Collection_Notes	IsWild
JM2146		Heliconius	erato	Peru HZ	m	no date	Wild	JM2146	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2148		Heliconius	erato	Peru HZ	m	no date	Wild	JM2148	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2150		Heliconius	erato	Peru HZ	m	no date	Wild	JM2150	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2151		Heliconius	erato	Peru HZ	f	no date	Wild	JM2151	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2152		Heliconius	erato	Peru HZ	m	no date	Wild	JM2152	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM2153		Heliconius	erato	Peru HZ	f	no date	Wild	JM2153	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM2158		Heliconius	erato	Peru HZ	f	no date	Wild	JM2158	Chuma	DS05	Peru						wild
JM2179		Heliconius	erato	Peru HZ	m	no date	Wild	JM2179	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS13	Peru						wild
JM2188		Heliconius	erato	Peru HZ	f	no date	Wild	JM2188	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS13	Peru						wild
JM2193		Heliconius	erato	Peru HZ	m	no date	Wild	JM2193	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2194		Heliconius	erato	Peru HZ	f	no date	Wild	JM2194	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2195		Heliconius	erato	Peru HZ	m	no date	Wild	JM2195	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2196		Heliconius	erato	Peru HZ	m	no date	Wild	JM2196	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2197		Heliconius	erato	Peru HZ	f	no date	Wild	JM2197	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2198		Heliconius	erato	Peru HZ	m	no date	Wild	JM2198	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2199		Heliconius	erato	Peru HZ	f	no date	Wild	JM2199	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2200		Heliconius	erato	Peru HZ	f	no date	Wild	JM2200	Km26 Tarapoto - Yurimaguas	DS13b	Peru						wild
JM2210		Heliconius	erato	Peru HZ	f	no date	Wild	JM2210	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM2211		Heliconius	erato	Peru HZ	m	no date	Wild	JM2211	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM2212		Heliconius	erato	Peru HZ	m	no date	Wild	JM2212	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM2213		Heliconius	erato	Peru HZ	f	no date	Wild	JM2213	Uk	Uk							wild
JM2219		Heliconius	erato	Peru HZ	m	no date	Wild	JM2219	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM2220		Heliconius	erato	Peru HZ	m	no date	Wild	JM2220	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM2221		Heliconius	erato	Peru HZ	m	no date	Wild	JM2221	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM2222		Heliconius	erato	Peru HZ	m	no date	Wild	JM2222	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS12	Peru						wild
JM437		Heliconius	erato	Peru HZ	m	no date	Wild	JM437	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM438		Heliconius	erato	Peru HZ	m	no date	Wild	JM438	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM439		Heliconius	erato	Peru HZ	m	no date	Wild	JM439	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM440		Heliconius	erato	Peru HZ	m	no date	Wild	JM440	"Santa Rosa de Davidcillo, km 72 T-Y"	DS30	Peru						wild
JM442		Heliconius	erato	Peru HZ	m	no date	Wild	JM442	"Santa Rosa de Davidcillo, km 72 T-Y"	DS31	Peru						wild
JM443		Heliconius	erato	Peru HZ	f	no date	Wild	JM443	"Santa Rosa de Davidcillo, km 72 T-Y"	DS31	Peru						wild
JM460		Heliconius	erato	Peru HZ	m	no date	Wild	JM460	KN 54 T-Y	DS21	Peru						wild
JM462		Heliconius	erato	Peru HZ	f	no date	Wild	JM462	KN 54 T-Y	DS21	Peru						wild
JM488		Heliconius	erato	Peru HZ	f	no date	Wild	JM488	"Chazuta, Rio Huallaga, 220-320M"	DS02	Peru						wild
JM489		Heliconius	erato	Peru HZ	f	no date	Wild	JM489	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM494		Heliconius	melpomene	Peru HZ (cognata)	m	no date	Wild	JM494									wild
JM853		Heliconius	erato	Peru HZ	m	no date	Wild	JM853	"Tarapoto, Rio Shilcayo, 350M, NR Toma de agua"	DS06	Peru						wild
JM854		Heliconius	erato	Peru HZ	m	no date	Wild	JM854	Uk	Uk							wild
JM883		Heliconius	erato	Peru HZ	f	no date	Wild	JM883	"Chazuta, Rio Huallaga, 220-320M"	DS02	Peru						wild
JM889		Heliconius	erato	Peru HZ	m	no date	Wild	JM889	"Chazuta, Rio Huallaga, 220-320M"	DS03	Peru						wild
JM897		Heliconius	erato	Peru HZ	m	no date	Wild	JM897	"Rio Aguashiyacu, NR Fundo Bachmann"	DS11	Peru						wild
JM918		Heliconius	erato	Peru HZ	f	no date	Wild	JM918	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS13	Peru						wild
JM919		Heliconius	erato	Peru HZ	f	no date	Wild	JM919	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS13	Peru						wild
JM920		Heliconius	erato	Peru HZ	m	no date	Wild	JM920	"Cataratas & Atena, Km 15-17 Tarapoto - Yurimaguas"	DS13	Peru						wild
JM933		Heliconius	erato	Peru HZ	m	no date	Wild	JM933	"Santa Rosa de Davidcillo, km 72 T-Y"	DS32	Peru						wild
JM961		Heliconius	erato	Peru HZ	f	no date	Wild	JM961	"Rio Yaracyacu trail, Km 62 T-Y, 270 M"	DS26	Peru						wild
JM996		Heliconius	erato	Peru HZ	m	no date	Wild	JM996	Km 28 T - Y ST 1/ 6	DS14	Peru						wild
JM997		Heliconius	erato	Peru HZ	f	no date	Wild	JM997	Km 28 T - Y ST 1/ 6	DS14	Peru						wild
P34	1/8/1997	Heliconius	sapho				Wild	P34			Panama						wild
P35	1/8/1997	Heliconius	sapho				Wild	P35			Panama						wild
P37	1/8/1997	Heliconius	sapho				Wild	P37			Panama						wild
P38	1/8/1997	Heliconius	sapho				Wild	P38			Panama						wild
P39	1/8/1997	Heliconius	cydno				Wild	P39			Panama						wild
P40	1/8/1997	Heliconius	cydno				Wild	P40			Panama						wild
P41	1/8/1997	Heliconius	cydno				Wild	P41			Panama						wild
P42	1/8/1997	Heliconius	cydno				Wild	P42			Panama						wild
P43	1/9/1997	Heliconius	melpomene	rosina			Wild	P43	Pipeline Rd.		Panama						wild
P44	1/9/1997	Heliconius	erato	petiverana	f	No body	Wild	P44	Pipeline Rd.		Panama					No body	wild
P45	1/9/1997	Heliconius	sara		m		Wild	P45	Pipeline Rd.		Panama						wild
P47	1/9/1997	Heliconius	erato	petiverana	m		Wild	P47	Pipeline Rd.		Panama						wild
P48	1/9/1997	Heliconius	ismenius?		m		Wild	P48	Pipeline Rd.		Panama						wild
P49	1/9/1997	Heliconius	ismenius?		m		Wild	P49	Pipeline Rd.		Panama						wild
P50	1/9/1997	Heliconius	erato	petiverana	f		Wild	P50	El valle		Panama						wild
P51	1/9/1997	Heliconius	erato	petiverana	m		Wild	P51	El valle		Panama						wild
P52	1/9/1997	Dryas 	iulia		f		Wild	P52	El valle		Panama						wild
P53	1/9/1997	Heliconius	ismenius?		m		Wild	P53	"Parque Metro, Panama city"		Panama						wild
P54	1/9/1997	Heliconius	ismenius?		m		Wild	P54	"Parque Metro, Panama city"		Panama						wild
P55	1/9/1997	Heliconius	ismenius?		m		Wild	P55	"Parque Metro, Panama city"		Panama						wild
P56	1/9/1997	Heliconius	ismenius?		m		Wild	P56	"Parque Metro, Panama city"		Panama						wild
P57	1/9/1997	Heliconius	sara		m		Wild	P57			Panama						wild
P58	1/9/1997	?					Wild	P58			Panama						wild
PR521	1/6/2000	Heliconius	himera		f	"Collected by Jim in Tarapoto, Peru, 198-???? "	Wild	PR521	Tarapoto HZ		Peru					"Collected by Jim in Tarapoto, Peru, 198-???? "	wild
PR522	1/6/2000	Heliconius	himera		m	"Collected by Jim in Tarapoto, Peru, 198-???? "	Wild	PR522			Peru					"Collected by Jim in Tarapoto, Peru, 198-???? "	wild
PR523	1/6/2000	Heliconius	himera		f	"Collected by Jim in Tarapoto, Peru, 198-???? EtOH evaporated from tube in transport."	Wild	PR523			Peru					"Collected by Jim in Tarapoto, Peru, 198-???? EtOH evaporated from tube in transport."	wild
PR524	1/6/2000	Heliconius	himera		m	"Collected by Jim in Tarapoto, Peru, 198-???? "	Wild	PR524			Peru					"Collected by Jim in Tarapoto, Peru, 198-???? "	wild
PR525	1/6/2000	Heliconius	himera		f	"Collected by Jim in Tarapoto, Peru, 198-???? "	Wild	PR525			Peru					"Collected by Jim in Tarapoto, Peru, 198-???? "	wild
PR55	10/11/1999	Heliconius	charithonia		m	"In captive population, L.E. Gilbert's lab. "	Wild	PR55	"Brakenridge Field Station, University of Texas, Austin"	Texas	USA					"In captive population, L.E. Gilbert's lab. "	wild
PR56	10/11/1999	Heliconius	charithonia		m	"In captive population, L.E. Gilbert's lab. "	Wild	PR56	"Brakenridge Field Station, University of Texas, Austin"	Texas	USA					"In captive population, L.E. Gilbert's lab. "	wild
PR57	10/11/1999	Heliconius	charithonia		m	"In captive population, L.E. Gilbert's lab. "	Wild	PR57	"Brakenridge Field Station, University of Texas, Austin"	Texas	USA					"In captive population, L.E. Gilbert's lab. "	wild
PR58	10/11/1999	Heliconius	charithonia		m	"In captive population, L.E. Gilbert's lab. "	Wild	PR58	"Brakenridge Field Station, University of Texas, Austin"	Texas	USA					"In captive population, L.E. Gilbert's lab. "	wild
TT01	12/23/1999	Heliconius	melpomene	melpomene	m		Wild	TT01	"Avocat, Petit Marianne waterfall"	Trinidad	Trinidad						wild
TT02	12/24/1999	Heliconius	melpomene	melpomene	m		Wild	TT02	"North Coast Rd, Maracas - Las Cuevas"	Trinidad	Trinidad						wild
TT03	12/24/1999	Heliconius	melpomene	melpomene	f		Wild	TT03	"North Coast Rd, Maracas - Las Cuevas"	Trinidad	Trinidad						wild
TT04	12/24/1999	Heliconius	melpomene	melpomene	f		Wild	TT04	"North Coast Rd, Maracas - Las Cuevas"	Trinidad	Trinidad						wild
TT05	12/24/1999	Heliconius	erato	hydara	f		Wild	TT05	"North Coast Rd, Maracas - Las Cuevas"	Trinidad	Trinidad						wild
TT06	12/24/1999	Heliconius	erato	hydara	m		Wild	TT06	"North Coast Rd, Maracas - Las Cuevas"	Trinidad	Trinidad						wild
TT07	12/24/1999	Heliconius	erato	hydara	m		Wild	TT07	"North Coast Rd, Maracas - Las Cuevas"	Trinidad	Trinidad						wild
TT08	12/24/1999	Heliconius	ricini?		m		Wild	TT08	"North Coast Rd, Maracas - Las Cuevas"	Trinidad	Trinidad						wild
TT09	12/24/1999	Heliconius	ricini?		m		Wild	TT09	"North Coast Rd, Maracas - Las Cuevas"	Trinidad	Trinidad						wild
TT10	12/27/1999	Heliconius	erato	hydara	m		Wild	TT10	"Madamas Rd, Braso Seco"	Trinidad	Trinidad						wild
TT11	12/27/1999	Heliconius	erato	hydara	m		Wild	TT11	"Madamas Rd, Braso Seco"	Trinidad	Trinidad						wild
TT12	12/27/1999	Heliconius	erato	hydara	f		Wild	TT12	"Madamas Rd, Braso Seco"	Trinidad	Trinidad						wild
TT14	12/27/1999	Heliconius	melpomene	melpomene	f		Wild	TT14	"Madamas Rd, Braso Seco"	Trinidad	Trinidad						wild
Y1	1/6/2000	Heliconius	erato	lativitta	m	INEFAN?	Wild	Y1		Yasuni	Ecuador						wild
Y10	1/6/2000	Heliconius	erato	lativitta	m	INEFAN?	Wild	Y10		Yasuni	Ecuador						wild
Y11	1/6/2000	Heliconius	erato	lativitta	m	INEFAN?	Wild	Y11		Yasuni	Ecuador						wild
Y12	1/6/2000	Neruda	acede		m		Wild	Y12		Yasuni	Ecuador						wild
Y13	3/22/1995	Heliconius 	ethilla?		f	H. ethilla not recorded from Ecuador	Wild	Y13	"Yasuni Research Station,heliport"	Yasuni	Ecuador					H. ethilla not recorded from Ecuador	wild
Y14	3/22/1995	Heliconius 	sara		f		Wild	Y14	"Yasuni Research Station, km 47 Maxus Rd"	Yasuni	Ecuador						wild
Y15	1/6/2000	Dryas	iulia		f		Wild	Y15		Yasuni	Ecuador						wild
Y18	3/23/1995	Heliconius 	numata		m	type 4	Wild	Y18	"Yasuni Research Station, km 37 Maxus Rd"	Yasuni	Ecuador					type 4	wild
Y19	3/23/1995	Heliconius 	numata		m	type 5	Wild	Y19	"Yasuni Research Station, km 37 Maxus Rd"	Yasuni	Ecuador					type 5	wild
Y23	3/23/1995	Neruda 	aoede		m	type 3	Wild	Y23	"Yasuni Research Station, km 37 Maxus Rd"	Yasuni	Ecuador					type 3	wild
Y24	3/23/1995	Neruda 	aoede		m	type 3	Wild	Y24	"Yasuni Research Station, km 37 Maxus Rd"	Yasuni	Ecuador					type 3	wild
Y25	3/23/1995	Neruda 	aoede		m	type 3	Wild	Y25	"Yasuni Research Station, km 37 Maxus Rd"	Yasuni	Ecuador					type 3	wild
Y27	3/23/1995	Dryas	iulia		f		Wild	Y27	"Yasuni Research Station, km 42 Maxus Rd"	Yasuni	Ecuador						wild
Y3	3/21/1995	Dryas	iulia		m		Wild	Y3	Yasuni Research Stationfield centre at Heliport and roadsides	Yasuni	Ecuador						wild
Y30	3/25/1995	Heliconius	erato	lativitta	m		Wild	Y30	Yasuni Research Station	Yasuni	Ecuador						wild
Y31	3/25/1995	Heliconius	erato	lativitta	m		Wild	Y31	Yasuni Research Station	Yasuni	Ecuador						wild
Y32	3/25/1995	Heliconius	erato	lativitta / demeter?	f	possibly demeter	Wild	Y32	Yasuni Research Station	Yasuni	Ecuador					possibly demeter	wild
Y33	3/25/1995	Heliconius	erato	lativitta			Wild	Y33	Yasuni Research Station	Yasuni	Ecuador						wild
Y34	3/25/1995	Heliconius	erato	lativitta	f		Wild	Y34	Yasuni Research Station	Yasuni	Ecuador						wild
Y35	3/25/1995	Heliconius	wallacei		m		Wild	Y35	Yasuni Research Station	Yasuni	Ecuador						wild
Y36	3/25/1995	Heliconius	wallacei		m		Wild	Y36	Yasuni Research Station	Yasuni	Ecuador						wild
Y37	3/25/1995	Heliconius	wallacei		m		Wild	Y37	Yasuni Research Station	Yasuni	Ecuador						wild
Y38	3/25/1995	Eueides	tales		f		Wild	Y38	Yasuni Research Station	Yasuni	Ecuador						wild
Y39	3/25/1995	Dryas	iulia		m		Wild	Y39	Yasuni Research Station	Yasuni	Ecuador						wild
Y4	3/21/1995	Dryas	iulia		f		Wild	Y4	Yasuni Research Stationfield centre at Heliport and roadsides	Yasuni	Ecuador						wild
Y40	3/24/1995	Neruda	metharme		m		Wild	Y40	Yasuni Research Station	Yasuni	Ecuador						wild
Y41	3/24/1995	Heliconius	ethilla?		m	H. ethilla not recorded from Ecuador	Wild	Y41	Yasuni Research Station	Yasuni	Ecuador					H. ethilla not recorded from Ecuador	wild
Y5	3/20/1995	Heliconius 	pardalinus	spp. nov.	f	was thought to be hecale but Chris Jiggins determined likely pardalinus 12 Dec 2002	Wild	Y5	Yasuni Research Stationfield centre at Heliport and roadsides	Yasuni	Ecuador					sylvaniform	wild
Y6	3/21/1995	Heliconius 	sara		f		Wild	Y6	Yasuni Research Stationfield centre at Heliport and roadsides	Yasuni	Ecuador						wild
Y7	1/6/2000	Heliconius	erato	lativitta	m	INEFAN?	Wild	Y7		Yasuni	Ecuador						wild
Y8	1/6/2000	Heliconius	erato	lativitta	m	INEFAN?	Wild	Y8		Yasuni	Ecuador						wild
Y9	1/6/2000	Heliconius	erato	lativitta	m	INEFAN?	Wild	Y9		Yasuni	Ecuador						wild
0	7/22/1999	Heliconius	charithonia		m		Wild										wild
Y2		Heliconius	melpomene	aglaope	f	no date	Wild										wild
P36	1/8/1997	Heliconius	sapho			We think this is the right data for this but not sure 	Wild										wild
PR01gar	9/1/2002	Heliconius	himera	himera	F	for DNA extraction Nic	Wild										wild
PR02gar	9/1/2002	Heliconius	himera	himera	F	for DNA extraction Nic	Wild										wild
FG0.5	11/7/2000	Heliconius	sara				Wild										wild
